id,nombre,precio,descripcion
330,cerdo,7094,carne
139,hamburguesa de quinoa,13665,hamburguesa
60,pantalla para colgar,8436,pantalla de luz
10,reineta,10545,pescado congelado
210,pantalla lisa,7658,pantalla de luz
316,vacuno,13806,carne
292,vacuno congelado,12122,carne congelada
60,pantalla para colgar,8436,pantalla de luz
62, frutillas en conserva,6958,fruta en conserva
363,jeans,7348,ropa
28,cerdo,12064,carne
300,durazno en conserva,5467,fruta en conserva
99,arvejas congeladas,12265,verduras congeladas
156,hallulla,11210,pan
236,mouse,11941,producto tecnologico
289,salmon,14016,pescado congelado
26,manzana,7438,frutas
52,manzana,7327,frutas
277,limon,7442,verduras
230,pantalla para colgar,5925,pantalla de luz
152,lenguado,13791,pescado congelado
214,cerdo,6063,carne
248,pantalla para colgar,8944,pantalla de luz
242,marraqueta,6667,pan
360,pantalla papel,11751,pantalla de luz
319,vacuno,13414,carne
253,platano,14191,frutas
109,brocoli,7370,verduras
366,pantalla papel,8830,pantalla de luz
332,pantalla lisa,7833,pantalla de luz
362,pavo congelado,12446,carne congelada
396,porotos congelados,8296,verduras congeladas
6,marraqueta,7830,pan
332,pantalla lisa,7833,pantalla de luz
2,pantalla lisa,5609,pantalla de luz
11,papaya en conserva,7060,fruta en conserva
85,salmon,9211,pescado congelado
325,cerdo congelado,8676,carne congelada
391,choclo en conserva,8087,verdura en conserva
22,televisor,5912,producto tecnologico
109,brocoli,7370,verduras
110,pantalla papel,9914,pantalla de luz
194,hallulla,9444,pan
365,camiseta,12323,ropa
164,platano,13220,frutas
356,kiwi,14585,frutas
268,teclado,12598,producto tecnologico
362,pavo congelado,12446,carne congelada
198,mouse,12730,producto tecnologico
156,hallulla,11210,pan
262,lenguado,14080,pescado congelado
231,jeans,13914,ropa
9,hamburguesa de verduras,11678,hamburguesa
244,pantalla para colgar,5174,pantalla de luz
377,telefono,14256,producto tecnologico
345,hamburguesa de verduras,12480,hamburguesa
163,carne molida,7134,carne congelada
23,arvejas congeladas,12666,verduras congeladas
125,teclado,6734,producto tecnologico
115, frutillas en conserva,9542,fruta en conserva
110,pantalla papel,9914,pantalla de luz
144,tomate,8242,verduras
238,reineta,10784,pescado congelado
96,pavo,6717,carne
192,telefono,12648,producto tecnologico
128,pavo,9003,carne
195,reineta,8674,pescado congelado
19,durazno en conserva,8421,fruta en conserva
32,pantalla para colgar,6200,pantalla de luz
110,pantalla papel,9914,pantalla de luz
133,reineta,7700,pescado congelado
37,cerdo,13208,carne
71,papaya en conserva,14577,fruta en conserva
61,vacuno,5898,carne
368,limon,12932,verduras
251,vacuno,13598,carne
88,mouse,12978,producto tecnologico
92,garbanzos en conserva,11554,verdura en conserva
3,merlusa,13317,pescado congelado
175,hallulla,11970,pan
26,manzana,7438,frutas
415,pantalla lineas,8289,pantalla de luz
126,teclado,12241,producto tecnologico
263,pantalla papel,14631,pantalla de luz
214,cerdo,6063,carne
388,hamburguesa de vacuno,8376,hamburguesa
385,limon,11324,verduras
378,televisor,10657,producto tecnologico
261,palta,13207,verduras
414,pantalla lineas,11871,pantalla de luz
3,merlusa,13317,pescado congelado
283,telefono,12515,producto tecnologico
336,esparragos frasco,7752,verdura en conserva
2,pantalla lisa,5609,pantalla de luz
109,brocoli,7370,verduras
43,telefono,12517,producto tecnologico
2,pantalla lisa,5609,pantalla de luz
40,pantalla lisa,11843,pantalla de luz
169,hallulla,12245,pan
252,pavo congelado,6840,carne congelada
359,hamburguesa de vacuno,9503,hamburguesa
190,pantalla papel,14669,pantalla de luz
68,camisa,5009,ropa
134,jeans,10305,ropa
415,pantalla lineas,8289,pantalla de luz
305,teclado,9834,producto tecnologico
369,tomate,13568,verduras
252,pavo congelado,6840,carne congelada
125,teclado,6734,producto tecnologico
167,hamburguesa de vacuno,9224,hamburguesa
343,choclo en conserva,12429,verdura en conserva
264,hamburguesa de vacuno,14847,hamburguesa
126,teclado,12241,producto tecnologico
373,pantalla papel,5674,pantalla de luz
355,mix de frutas en conserva,12120,fruta en conserva
313,platano,12727,frutas
243,choclo congelado,6481,verduras congeladas
179,teclado,12795,producto tecnologico
373,pantalla papel,5674,pantalla de luz
412,marraqueta,14464,pan
275,pantalla lisa,13875,pantalla de luz
386,carne molida,7866,carne congelada
153,pantalla papel,8665,pantalla de luz
18,palta,14117,verduras
166,reineta,12040,pescado congelado
49,televisor,11837,producto tecnologico
125,teclado,6734,producto tecnologico
320,pantalla lineas,8495,pantalla de luz
77,hallulla,14637,pan
308,mix de verduras congeladas,6920,verduras congeladas
124,garbanzos en conserva,11677,verdura en conserva
243,choclo congelado,6481,verduras congeladas
287,carne molida,14751,carne congelada
259,vestido,8209,ropa
356,kiwi,14585,frutas
184,hamburguesa de vacuno,6871,hamburguesa
250,vacuno,14397,carne
279,merlusa,9334,pescado congelado
162,pollo,9026,carne
87,teclado,12613,producto tecnologico
162,pollo,9026,carne
73,pantalla lineas,8949,pantalla de luz
412,marraqueta,14464,pan
221,salmon,7372,pescado congelado
417,pollo,10015,carne
326,esparragos frasco,14352,verdura en conserva
287,carne molida,14751,carne congelada
217,pollo,13965,carne
122,porotos congelados,11540,verduras congeladas
290,hallulla,8722,pan
398,pantalla papel,14579,pantalla de luz
104,chaqueta,9435,ropa
338,mix de frutas en conserva,10464,fruta en conserva
252,pavo congelado,6840,carne congelada
20,cerdo,12012,carne
307,marraqueta,10434,pan
230,pantalla para colgar,5925,pantalla de luz
226,carne molida,5033,carne congelada
409,pantalla lineas,12158,pantalla de luz
305,teclado,9834,producto tecnologico
205,lechuga,5224,verduras
83, frutillas en conserva,12139,fruta en conserva
372,mouse,9082,producto tecnologico
411,durazno,11230,frutas
152,lenguado,13791,pescado congelado
395,choclo en conserva,11836,verdura en conserva
235,vacuno,8664,carne
240,salmon,7427,pescado congelado
156,hallulla,11210,pan
118,limon,11756,verduras
351,vacuno congelado,11224,carne congelada
185,cerdo,12579,carne
312,pantalla papel,6898,pantalla de luz
106,pantalla papel,8041,pantalla de luz
59,durazno en conserva,5186,fruta en conserva
170,mix de verduras congeladas,7212,verduras congeladas
160,merlusa,10910,pescado congelado
282,salmon,11494,pescado congelado
181,hamburguesa de verduras,5304,hamburguesa
79,teclado,5555,producto tecnologico
411,durazno,11230,frutas
65,hamburguesa de verduras,7556,hamburguesa
18,palta,14117,verduras
311,vestido,14898,ropa
357,mouse,14549,producto tecnologico
369,tomate,13568,verduras
172,polera,11996,ropa
175,hallulla,11970,pan
32,pantalla para colgar,6200,pantalla de luz
152,lenguado,13791,pescado congelado
77,hallulla,14637,pan
126,teclado,12241,producto tecnologico
194,hallulla,9444,pan
345,hamburguesa de verduras,12480,hamburguesa
39,merlusa,10053,pescado congelado
392,arvejas en conserva,13884,verdura en conserva
33, frutillas en conserva,9530,fruta en conserva
18,palta,14117,verduras
356,kiwi,14585,frutas
33, frutillas en conserva,9530,fruta en conserva
87,teclado,12613,producto tecnologico
301,carne molida,6414,carne congelada
130,hamburguesa de verduras,11010,hamburguesa
1,mix de frutas en conserva,10730,fruta en conserva
85,salmon,9211,pescado congelado
20,cerdo,12012,carne
174,vacuno,14113,carne
34,mix de verduras congeladas,13386,verduras congeladas
74,pantalla lisa,14478,pantalla de luz
295,manzana,11013,frutas
122,porotos congelados,11540,verduras congeladas
232,mouse,7653,producto tecnologico
116,cerdo congelado,11027,carne congelada
296,salmon,9495,pescado congelado
220,manzana,11649,frutas
222,vestido,10689,ropa
247,poleron,12512,ropa
391,choclo en conserva,8087,verdura en conserva
320,pantalla lineas,8495,pantalla de luz
328,hamburguesa de pollo,6638,hamburguesa
393,televisor,8016,producto tecnologico
197,pantalla papel,10497,pantalla de luz
220,manzana,11649,frutas
326,esparragos frasco,14352,verdura en conserva
165,camiseta,10613,ropa
350,brocoli,7862,verduras
301,carne molida,6414,carne congelada
402,salmon,6712,pescado congelado
46,palta,13279,verduras
223,reineta,8439,pescado congelado
137,jeans,11374,ropa
318,pavo,6208,carne
355,mix de frutas en conserva,12120,fruta en conserva
262,lenguado,14080,pescado congelado
40,pantalla lisa,11843,pantalla de luz
159,esparragos frasco,13153,verdura en conserva
204,durazno,7673,frutas
81,hamburguesa de vacuno,8644,hamburguesa
23,arvejas congeladas,12666,verduras congeladas
234,brocoli,10802,verduras
252,pavo congelado,6840,carne congelada
233,cerdo congelado,7670,carne congelada
353,pavo congelado,7137,carne congelada
18,palta,14117,verduras
239,merlusa,8602,pescado congelado
317,pantalla lineas,13847,pantalla de luz
205,lechuga,5224,verduras
411,durazno,11230,frutas
236,mouse,11941,producto tecnologico
131,cerdo congelado,8452,carne congelada
16,hamburguesa de quinoa,5914,hamburguesa
159,esparragos frasco,13153,verdura en conserva
199,garbanzos en conserva,9115,verdura en conserva
366,pantalla papel,8830,pantalla de luz
221,salmon,7372,pescado congelado
88,mouse,12978,producto tecnologico
241,durazno en conserva,12190,fruta en conserva
156,hallulla,11210,pan
333,pantalla lineas,6062,pantalla de luz
333,pantalla lineas,6062,pantalla de luz
373,pantalla papel,5674,pantalla de luz
98,teclado,5890,producto tecnologico
338,mix de frutas en conserva,10464,fruta en conserva
396,porotos congelados,8296,verduras congeladas
414,pantalla lineas,11871,pantalla de luz
226,carne molida,5033,carne congelada
68,camisa,5009,ropa
121,pan de molde,7108,pan
232,mouse,7653,producto tecnologico
268,teclado,12598,producto tecnologico
320,pantalla lineas,8495,pantalla de luz
68,camisa,5009,ropa
44,lenguado,12660,pescado congelado
197,pantalla papel,10497,pantalla de luz
188,mix de verduras congeladas,13804,verduras congeladas
108,pantalla papel,14454,pantalla de luz
403,vestido,11750,ropa
122,porotos congelados,11540,verduras congeladas
318,pavo,6208,carne
145,hamburguesa de verduras,8137,hamburguesa
194,hallulla,9444,pan
166,reineta,12040,pescado congelado
412,marraqueta,14464,pan
414,pantalla lineas,11871,pantalla de luz
327,hallulla,6887,pan
393,televisor,8016,producto tecnologico
403,vestido,11750,ropa
208,telefono,9760,producto tecnologico
280,pollo congelado,6003,carne congelada
10,reineta,10545,pescado congelado
22,televisor,5912,producto tecnologico
157,hamburguesa de pollo,14465,hamburguesa
149,pan de molde,13136,pan
37,cerdo,13208,carne
147,arvejas en conserva,10396,verdura en conserva
319,vacuno,13414,carne
400,mix de verduras congeladas,13648,verduras congeladas
363,jeans,7348,ropa
91,arvejas congeladas,7384,verduras congeladas
317,pantalla lineas,13847,pantalla de luz
279,merlusa,9334,pescado congelado
71,papaya en conserva,14577,fruta en conserva
21,televisor,12324,producto tecnologico
20,cerdo,12012,carne
153,pantalla papel,8665,pantalla de luz
71,papaya en conserva,14577,fruta en conserva
15,durazno,13302,frutas
164,platano,13220,frutas
277,limon,7442,verduras
102,televisor,5303,producto tecnologico
326,esparragos frasco,14352,verdura en conserva
49,televisor,11837,producto tecnologico
340,pantalla para colgar,5107,pantalla de luz
19,durazno en conserva,8421,fruta en conserva
10,reineta,10545,pescado congelado
340,pantalla para colgar,5107,pantalla de luz
409,pantalla lineas,12158,pantalla de luz
159,esparragos frasco,13153,verdura en conserva
111,lechuga,8330,verduras
76,manzana,9326,frutas
290,hallulla,8722,pan
332,pantalla lisa,7833,pantalla de luz
294,pollo congelado,10551,carne congelada
411,durazno,11230,frutas
80,pera,11624,frutas
149,pan de molde,13136,pan
296,salmon,9495,pescado congelado
0,merlusa,8706,pescado congelado
354,pollo congelado,8252,carne congelada
178,manzana,13975,frutas
118,limon,11756,verduras
193,reineta,12780,pescado congelado
393,televisor,8016,producto tecnologico
328,hamburguesa de pollo,6638,hamburguesa
205,lechuga,5224,verduras
222,vestido,10689,ropa
352,mix de frutas en conserva,14348,fruta en conserva
249,lechuga,8099,verduras
245,pantalla lisa,6627,pantalla de luz
6,marraqueta,7830,pan
167,hamburguesa de vacuno,9224,hamburguesa
386,carne molida,7866,carne congelada
410,salmon,12879,pescado congelado
190,pantalla papel,14669,pantalla de luz
203,marraqueta,6335,pan
21,televisor,12324,producto tecnologico
97,lechuga,8668,verduras
381,pantalla para colgar,8882,pantalla de luz
228, frutillas en conserva,13599,fruta en conserva
229,merlusa,8380,pescado congelado
367,teclado,7331,producto tecnologico
276,pantalla para colgar,6897,pantalla de luz
307,marraqueta,10434,pan
396,porotos congelados,8296,verduras congeladas
84,pantalla lisa,14987,pantalla de luz
407,manzana,8989,frutas
322,mix de verduras congeladas,11198,verduras congeladas
32,pantalla para colgar,6200,pantalla de luz
160,merlusa,10910,pescado congelado
155,vestido,12164,ropa
89,pantalla lineas,6647,pantalla de luz
384,pantalla lineas,13539,pantalla de luz
103,hamburguesa de vacuno,11871,hamburguesa
375,pollo congelado,7447,carne congelada
142,mix de frutas en conserva,5219,fruta en conserva
181,hamburguesa de verduras,5304,hamburguesa
107,esparragos frasco,7134,verdura en conserva
120,marraqueta,13520,pan
209,televisor,10968,producto tecnologico
180,hallulla,7278,pan
390,vacuno congelado,12201,carne congelada
315,pantalla lisa,13048,pantalla de luz
261,palta,13207,verduras
0,merlusa,8706,pescado congelado
343,choclo en conserva,12429,verdura en conserva
190,pantalla papel,14669,pantalla de luz
91,arvejas congeladas,7384,verduras congeladas
107,esparragos frasco,7134,verdura en conserva
92,garbanzos en conserva,11554,verdura en conserva
288,mix de verduras congeladas,6320,verduras congeladas
67,limon,13531,verduras
270,hamburguesa de verduras,12794,hamburguesa
223,reineta,8439,pescado congelado
329,hallulla,12550,pan
6,marraqueta,7830,pan
328,hamburguesa de pollo,6638,hamburguesa
184,hamburguesa de vacuno,6871,hamburguesa
85,salmon,9211,pescado congelado
64,marraqueta,11303,pan
317,pantalla lineas,13847,pantalla de luz
59,durazno en conserva,5186,fruta en conserva
132,mix de verduras congeladas,10478,verduras congeladas
310,manzana,11868,frutas
155,vestido,12164,ropa
166,reineta,12040,pescado congelado
231,jeans,13914,ropa
296,salmon,9495,pescado congelado
393,televisor,8016,producto tecnologico
57,cerdo,7160,carne
317,pantalla lineas,13847,pantalla de luz
126,teclado,12241,producto tecnologico
294,pollo congelado,10551,carne congelada
240,salmon,7427,pescado congelado
287,carne molida,14751,carne congelada
196,reineta,13212,pescado congelado
110,pantalla papel,9914,pantalla de luz
51,limon,10356,verduras
201,arvejas en conserva,11500,verdura en conserva
235,vacuno,8664,carne
387,lenguado,6433,pescado congelado
301,carne molida,6414,carne congelada
21,televisor,12324,producto tecnologico
314,pavo congelado,12293,carne congelada
193,reineta,12780,pescado congelado
343,choclo en conserva,12429,verdura en conserva
312,pantalla papel,6898,pantalla de luz
301,carne molida,6414,carne congelada
223,reineta,8439,pescado congelado
39,merlusa,10053,pescado congelado
74,pantalla lisa,14478,pantalla de luz
94,pollo congelado,6136,carne congelada
147,arvejas en conserva,10396,verdura en conserva
114,reineta,9430,pescado congelado
109,brocoli,7370,verduras
94,pollo congelado,6136,carne congelada
396,porotos congelados,8296,verduras congeladas
140,teclado,6971,producto tecnologico
304,jeans,8403,ropa
399,mouse,14474,producto tecnologico
268,teclado,12598,producto tecnologico
263,pantalla papel,14631,pantalla de luz
316,vacuno,13806,carne
26,manzana,7438,frutas
295,manzana,11013,frutas
45,salmon,10211,pescado congelado
60,pantalla para colgar,8436,pantalla de luz
407,manzana,8989,frutas
141,mix de frutas en conserva,6583,fruta en conserva
323,vacuno,11553,carne
215,durazno,9245,frutas
48,cerdo,13194,carne
362,pavo congelado,12446,carne congelada
260,limon,10707,verduras
386,carne molida,7866,carne congelada
373,pantalla papel,5674,pantalla de luz
239,merlusa,8602,pescado congelado
343,choclo en conserva,12429,verdura en conserva
103,hamburguesa de vacuno,11871,hamburguesa
58,hamburguesa de vacuno,5337,hamburguesa
90,mix de verduras congeladas,9916,verduras congeladas
312,pantalla papel,6898,pantalla de luz
193,reineta,12780,pescado congelado
374,pantalla papel,13760,pantalla de luz
251,vacuno,13598,carne
191,marraqueta,6589,pan
110,pantalla papel,9914,pantalla de luz
331,lenguado,6376,pescado congelado
72,camisa,9228,ropa
234,brocoli,10802,verduras
3,merlusa,13317,pescado congelado
116,cerdo congelado,11027,carne congelada
314,pavo congelado,12293,carne congelada
258,chaqueta,13813,ropa
20,cerdo,12012,carne
3,merlusa,13317,pescado congelado
234,brocoli,10802,verduras
19,durazno en conserva,8421,fruta en conserva
19,durazno en conserva,8421,fruta en conserva
291,arvejas congeladas,9580,verduras congeladas
168,hallulla,6062,pan
223,reineta,8439,pescado congelado
202,garbanzos en conserva,14323,verdura en conserva
178,manzana,13975,frutas
152,lenguado,13791,pescado congelado
97,lechuga,8668,verduras
60,pantalla para colgar,8436,pantalla de luz
100,camisa,14690,ropa
359,hamburguesa de vacuno,9503,hamburguesa
104,chaqueta,9435,ropa
354,pollo congelado,8252,carne congelada
31,papaya en conserva,8954,fruta en conserva
118,limon,11756,verduras
171,mix de frutas en conserva,8658,fruta en conserva
155,vestido,12164,ropa
185,cerdo,12579,carne
183,hallulla,10309,pan
5,mix de verduras congeladas,11791,verduras congeladas
190,pantalla papel,14669,pantalla de luz
145,hamburguesa de verduras,8137,hamburguesa
254,kiwi,7974,frutas
32,pantalla para colgar,6200,pantalla de luz
273,hallulla,12150,pan
29,limon,13395,verduras
394,limon,5808,verduras
400,mix de verduras congeladas,13648,verduras congeladas
321,esparragos frasco,9752,verdura en conserva
179,teclado,12795,producto tecnologico
417,pollo,10015,carne
251,vacuno,13598,carne
107,esparragos frasco,7134,verdura en conserva
245,pantalla lisa,6627,pantalla de luz
353,pavo congelado,7137,carne congelada
339,telefono,5181,producto tecnologico
399,mouse,14474,producto tecnologico
315,pantalla lisa,13048,pantalla de luz
46,palta,13279,verduras
169,hallulla,12245,pan
414,pantalla lineas,11871,pantalla de luz
365,camiseta,12323,ropa
319,vacuno,13414,carne
231,jeans,13914,ropa
42,cerdo,6686,carne
47,jeans,10242,ropa
376,arvejas en conserva,14460,verdura en conserva
165,camiseta,10613,ropa
217,pollo,13965,carne
307,marraqueta,10434,pan
61,vacuno,5898,carne
38,cerdo congelado,5036,carne congelada
118,limon,11756,verduras
7,pantalla lineas,10802,pantalla de luz
209,televisor,10968,producto tecnologico
